773,613
774,3266
775,3403
776,1544
777,2353
778,1975
779,3368
780,1167
781,1256
782,1690
783,1275
784,1124
785,2785
786,3161
787,2654
788,403
789,3022
790,1968
791,3140
792,246
793,1906
794,1720
795,1890
796,1299
797,3188
798,2611
799,1731
800,3556
801,2210
802,1344
803,3338
804,2070
805,1446
806,2349
807,3588
808,665
809,1223
810,2324
811,2767
812,2291
813,2447
814,1428
815,3981
816,800
817,1900
818,1477
819,3152
820,2965
821,479
822,2910
823,2859
824,422
825,2014
826,1685
827,2093
828,2965
829,612
830,3135
831,3428
832,3297
833,2851
834,1629
835,2091
836,1535
837,3477
838,1764
839,2909
840,2127
841,574
842,2704
843,2137
844,1863
845,1898
846,2046
847,2188
848,1893
849,3157
850,538
851,1912
852,3526
853,3161
854,3173
855,1871
856,3267
857,2173
858,2631
859,1095
860,3308
861,4027
862,1437
863,2278
864,3676
865,2044
866,3112
867,1030
868,1556
869,706
870,3426
871,1506
872,863
873,1911
874,2364
875,2927
876,1358
877,3422
878,1530
879,2691
880,2287
881,699
882,2103
883,2466
884,2462
885,2761
886,3241
887,1391
888,2267
889,780
890,2804
891,3209
892,1441
893,3087
894,3074
895,437
896,3667
897,1954
898,28067
899,2600
900,2467
901,3166
902,3565
903,2973
904,2554
905,1364
906,1251
907,1688
908,2393
909,185
910,2337
911,533
912,909
913,833
914,2607
915,766
916,2563
917,2284
918,3563
919,3515
920,2604
921,3597
922,723
923,865
924,1921
925,3083
926,2531
927,3724
928,3388
929,1932
930,2989
931,2189
932,520
933,1539
934,2720
935,2360
936,694
937,2481
938,1566
45070.0
2161213.0
47.9523629909
